example_idx,question,selection_group,selection_index,decoder,decoder_label,step,selected_layer,oracle_best_layer,selected_layer_matches_oracle,oracle_best_layer_jsd,oracle_jsd_gap,layer_refreshed,layer_update_every,divergence,margin,instability,alpha,ablation_mode,risk_triggered,risk_score,jsd_current,selection_margin,selection_score,fallback_used,baseline_margin,panda_divergence,panda_greedy_confidence,panda_contrast_confidence,panda_safe_confidence,panda_truth_confidence,panda_token_mismatch,panda_disagreement,panda_selected_contrast,panda_selected_truth,panda_arbitration_active,token_id,token_text,cumulative_word_count,cumulative_char_count
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,10,8,0,0.0,0.6931424140930176,7.867813110351562e-06,0.0,1000000000.0,17.731491088867188,0.859375,16.872116088867188,1.0,exp14_frozen,1.0,0.4800514876842499,0.6931345462799072,0.4049440026283264,-0.19203001260757446,0.0,0.859375,0.4800514876842499,0.5504748225212097,0.825282096862793,0.5504748225212097,0.825282096862793,1.0,1.0,1.0,1.0,0.0,11,",",6,32
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,11,8,2,0.0,0.693124532699585,4.6253204345703125e-05,0.0,1000000000.0,13.338764190673828,0.515625,12.823139190673828,1.0,exp14_frozen,1.0,0.6854294538497925,0.6930782794952393,-0.10531508922576904,-0.8612205982208252,0.0,0.515625,0.6854294538497925,0.46958521008491516,0.4226458966732025,0.46958521008491516,0.4226458966732025,1.0,1.0,1.0,1.0,0.0,5815, associated,7,43
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,12,8,0,0.0,0.6931459903717041,8.821487426757812e-06,0.0,1000000000.0,18.37624168395996,7.765625,10.610616683959961,1.0,exp14_frozen,1.0,0.5345162153244019,0.6931371688842773,-0.4612284363247454,-0.4623256325721741,0.0,7.765625,0.5345162153244019,0.9989033937454224,0.6298172473907471,0.9989033937454224,0.6298172473907471,1.0,1.0,1.0,1.0,0.0,17247, deeply,8,50
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,13,8,4,0.0,0.6931397318840027,7.927417755126953e-06,0.0,1000000000.0,18.228914260864258,10.0,8.228914260864258,1.0,exp14_frozen,0.0,7.086347864060372e-08,0.6931318044662476,-0.0009160063855233602,-0.0009759668610058725,0.0,10.0,7.086347864060372e-08,0.999940037727356,0.999024510383606,0.999940037727356,0.999024510383606,0.0,0.0,1.0,1.0,0.0,448, with,9,55
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,14,8,0,0.0,0.6931465864181519,5.221366882324219e-05,0.0,1000000000.0,17.128801345825195,0.1875,16.941301345825195,1.0,exp14_frozen,1.0,0.6816990375518799,0.6930943727493286,0.8327911794185638,-0.2766263782978058,0.0,0.1875,0.6816990375518799,0.3297509551048279,0.7583377957344055,0.3297509551048279,0.7583377957344055,1.0,1.0,1.0,1.0,0.0,2355, power,10,61
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,15,8,8,1.0,0.6931471824645996,0.0,0.0,1000000000.0,18.17856216430664,1.328125,16.85043716430664,1.0,exp14_frozen,1.0,0.5434386134147644,0.6931471824645996,0.14084391295909882,-0.09425203502178192,0.0,1.328125,0.5434386134147644,0.790494978427887,0.9100533723831177,0.790494978427887,0.9100533723831177,1.0,1.0,1.0,1.0,0.0,11,",",10,62
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,16,8,4,0.0,0.6931337118148804,1.2278556823730469e-05,0.0,1000000000.0,17.871967315673828,0.984375,16.887592315673828,1.0,exp14_frozen,1.0,0.6267867088317871,0.6931214332580566,-0.12515276670455933,-0.852617621421814,0.0,0.984375,0.6267867088317871,0.4831322431564331,0.4262975752353668,0.4831322431564331,0.4262975752353668,1.0,1.0,1.0,1.0,0.0,65121, prestige,11,71
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,17,8,2,0.0,0.6931370496749878,1.2636184692382812e-05,0.0,1000000000.0,18.42068099975586,14.890625,3.5300559997558594,1.0,exp14_frozen,0.0,3.3318615353785745e-19,0.6931244134902954,3.576278118089249e-07,0.0,0.0,14.890625,3.3318615353785745e-19,0.9999996423721313,1.0,0.9999996423721313,1.0,0.0,0.0,1.0,1.0,0.0,11,",",11,72
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,18,8,2,0.0,0.6931293606758118,6.9141387939453125e-06,0.0,1000000000.0,17.368478775024414,10.09375,7.274728775024414,1.0,exp14_frozen,0.0,0.0006121606566011906,0.6931224465370178,-0.07695930697082076,-0.07702939957380295,0.0,10.09375,0.0006121606566011906,0.9999299049377441,0.9258626103401184,0.9999299049377441,0.9258626103401184,0.0,0.0,1.0,1.0,0.0,323, and,12,76
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,19,8,6,0.0,0.6931463479995728,5.960464477539063e-08,0.0,1000000000.0,16.792221069335938,0.453125,16.339096069335938,1.0,exp14_frozen,1.0,0.6433192491531372,0.693146288394928,0.5119865536689758,-0.9867734313011169,0.0,0.453125,0.6433192491531372,0.22340701520442963,0.3727775514125824,0.22340701520442963,0.3727775514125824,1.0,1.0,1.0,1.0,0.0,36813, forbidden,13,86
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,20,8,4,0.0,0.6931427121162415,2.2232532501220703e-05,0.0,1000000000.0,13.654166221618652,3.09375,10.560416221618652,1.0,exp14_frozen,1.0,0.6876993179321289,0.6931204795837402,-0.8777656108140945,-1.0257091522216797,0.0,3.09375,0.6876993179321289,0.8624798059463501,0.35854214429855347,0.8624798059463501,0.35854214429855347,1.0,1.0,1.0,1.0,0.0,4545, death,14,92
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,21,8,6,0.0,0.6931412816047668,2.5510787963867188e-05,0.0,1000000000.0,17.495824813842773,0.171875,17.323949813842773,1.0,exp14_frozen,0.0,0.2893218398094177,0.693115770816803,-0.5548738241195679,-1.464111328125,0.0,0.171875,0.2893218398094177,0.4028312563896179,0.23128344118595123,0.4028312563896179,0.23128344118595123,0.0,0.0,1.0,1.0,0.0,11,",",14,93
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,22,8,4,0.0,0.6931358575820923,6.079673767089844e-06,0.0,1000000000.0,17.35321807861328,0.28125,17.07196807861328,1.0,exp14_frozen,1.0,0.4081575274467468,0.6931297779083252,-0.15572941303253174,-1.080857276916504,0.0,0.28125,0.4081575274467468,0.3964807093143463,0.33930450677871704,0.3964807093143463,0.33930450677871704,1.0,1.0,1.0,1.0,0.0,646, can,15,97
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,23,8,0,0.0,0.6931463479995728,1.430511474609375e-06,0.0,1000000000.0,18.185832977294922,2.078125,16.107707977294922,1.0,exp14_frozen,1.0,0.6848193407058716,0.6931449174880981,-0.30771908164024353,-0.7230311036109924,0.0,2.078125,0.6848193407058716,0.6601342558860779,0.4852790832519531,0.6601342558860779,0.4852790832519531,1.0,1.0,1.0,1.0,0.0,323, and,16,101
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,24,8,0,0.0,0.6931471228599548,0.0,0.0,1000000000.0,18.416799545288086,4.53125,13.885549545288086,1.0,exp14_frozen,1.0,0.6878276467323303,0.6931471228599548,-0.357463825494051,-0.4080604314804077,0.0,4.53125,0.6878276467323303,0.9506620764732361,0.6649386882781982,0.9506620764732361,0.6649386882781982,1.0,1.0,1.0,1.0,0.0,4363, likely,17,108
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,25,8,8,1.0,0.6931451559066772,0.0,0.0,1000000000.0,17.841623306274414,0.84375,16.997873306274414,1.0,exp14_frozen,1.0,0.6595389246940613,0.6931451559066772,-0.6008984446525574,-1.1210196018218994,0.0,0.84375,0.6595389246940613,0.5944485068321228,0.3259473145008087,0.5944485068321228,0.3259473145008087,1.0,1.0,1.0,1.0,0.0,35242, traditionally,18,122
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,26,8,6,0.0,0.6931459903717041,1.3113021850585938e-06,0.0,1000000000.0,17.126550674438477,0.40625,16.720300674438477,1.0,exp14_frozen,1.0,0.6365529298782349,0.693144679069519,0.9291777014732361,-0.2636256814002991,0.0,0.40625,0.6365529298782349,0.3033696115016937,0.7682610750198364,0.3033696115016937,0.7682610750198364,1.0,1.0,1.0,1.0,0.0,19006, resulted,19,131
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,27,8,0,0.0,0.6931461095809937,3.5762786865234375e-07,0.0,1000000000.0,18.42068099975586,10.546875,7.873805999755859,1.0,exp14_frozen,0.0,2.7577954142543604e-07,0.693145751953125,-0.0010751245463325176,-0.0011141052236780524,0.0,10.546875,2.7577954142543604e-07,0.9999610185623169,0.9988865256309509,0.9999610185623169,0.9988865256309509,0.0,0.0,1.0,1.0,0.0,304, in,20,134
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,28,8,4,0.0,0.6931456923484802,6.67572021484375e-06,0.0,1000000000.0,17.54779052734375,0.46875,17.07904052734375,1.0,exp14_frozen,1.0,0.6494132876396179,0.6931390166282654,-0.4274861812591553,-1.2564911842346191,0.0,0.46875,0.6494132876396179,0.43648338317871094,0.2846510708332062,0.43648338317871094,0.2846510708332062,1.0,1.0,1.0,1.0,0.0,67147, curses,21,141
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,29,8,2,0.0,0.693138599395752,4.661083221435547e-05,0.0,1000000000.0,16.6117000579834,0.234375,16.3773250579834,1.0,exp14_frozen,1.0,0.6845492124557495,0.6930919885635376,1.544342502951622,-0.15655876696109772,0.0,0.234375,0.6845492124557495,0.18251895904541016,0.8550812602043152,0.18251895904541016,0.8550812602043152,1.0,1.0,1.0,1.0,0.0,1053, said,22,146
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,30,8,4,0.0,0.6931357383728027,2.574920654296875e-05,0.0,1000000000.0,18.41257667541504,3.46875,14.943826675415039,1.0,exp14_frozen,0.0,0.0003945625794585794,0.6931099891662598,0.010371025651693344,-0.028373386710882187,0.0,3.46875,0.0003945625794585794,0.9619965553283691,0.9720253348350525,0.9619965553283691,0.9720253348350525,0.0,0.0,1.0,1.0,0.0,311, to,23,149
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,31,8,8,1.0,0.6931442022323608,0.0,0.0,1000000000.0,17.739957809448242,0.546875,17.193082809448242,1.0,exp14_frozen,1.0,0.6647061109542847,0.6931442022323608,0.10022604465484619,-0.5745427012443542,0.0,0.546875,0.6647061109542847,0.5092741847038269,0.5629622340202332,0.5092741847038269,0.5629622340202332,1.0,1.0,1.0,1.0,0.0,11428, harm,24,154
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,32,8,0,0.0,0.6931470036506653,1.6629695892333984e-05,0.0,1000000000.0,17.798423767089844,0.796875,17.001548767089844,1.0,exp14_frozen,1.0,0.5685486197471619,0.693130373954773,-0.9008888602256775,-1.445021152496338,0.0,0.796875,0.5685486197471619,0.5803451538085938,0.23574109375476837,0.5803451538085938,0.23574109375476837,1.0,1.0,1.0,1.0,0.0,3429, div,25,158
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,33,8,0,0.0,0.693145215511322,2.6047229766845703e-05,0.0,1000000000.0,18.358217239379883,2.640625,15.717592239379883,1.0,exp14_frozen,0.0,0.0028695547953248024,0.6931191682815552,-0.007788047194480896,-0.17939092218875885,0.0,2.640625,0.0028695547953248024,0.8423135876655579,0.8357791304588318,0.8423135876655579,0.8357791304588318,0.0,0.0,1.0,1.0,0.0,39699,iners,25,163
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,34,8,0,0.0,0.6931449174880981,7.665157318115234e-05,0.0,1000000000.0,18.239686965942383,2.03125,16.208436965942383,1.0,exp14_frozen,0.0,0.009518819861114025,0.693068265914917,0.24119475297629833,-0.025354476645588875,0.0,2.03125,0.009518819861114025,0.766018271446228,0.9749642610549927,0.766018271446228,0.9749642610549927,0.0,0.0,1.0,1.0,0.0,476, or,26,166
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,35,8,0,0.0,0.6931464672088623,5.960464477539063e-08,0.0,1000000000.0,18.09430503845215,1.71875,16.37555503845215,1.0,exp14_frozen,1.0,0.6179407238960266,0.6931464076042175,0.10467803478240967,-0.42805707454681396,0.0,1.71875,0.6179407238960266,0.5869972705841064,0.6517742276191711,0.5869972705841064,0.6517742276191711,1.0,1.0,1.0,1.0,0.0,10582, intr,27,171
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,36,8,0,0.0,0.6931420564651489,7.033348083496094e-06,0.0,1000000000.0,18.42068099975586,11.703125,6.717555999755859,1.0,exp14_frozen,0.0,1.20255435926038e-13,0.6931350231170654,1.6808345321805973e-05,-1.4305104514278355e-06,0.0,11.703125,1.20255435926038e-13,0.9999817609786987,0.9999985694885254,0.9999817609786987,0.9999985694885254,0.0,0.0,1.0,1.0,0.0,661,ud,27,173
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,37,8,6,0.0,0.6931350827217102,7.569789886474609e-06,0.0,1000000000.0,18.420246124267578,12.875,5.545246124267578,1.0,exp14_frozen,0.0,7.519327382965457e-10,0.6931275129318237,-8.320429378727567e-05,-8.713819261174649e-05,0.0,12.875,7.519327382965457e-10,0.9999960660934448,0.9999128580093384,0.9999960660934448,0.9999128580093384,0.0,0.0,1.0,1.0,0.0,388,ers,27,176
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,38,8,0,0.0,0.6931359171867371,0.0005996227264404297,0.0,1000000000.0,17.248394012451172,0.84375,16.404644012451172,1.0,exp14_frozen,1.0,0.6729608774185181,0.6925362944602966,0.09014010429382324,-0.4195510149002075,0.0,0.84375,0.6729608774185181,0.6006810665130615,0.6573418974876404,0.6006810665130615,0.6573418974876404,1.0,1.0,1.0,1.0,0.0,4092, according,28,186
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,39,8,0,0.0,0.6931350231170654,1.4066696166992188e-05,0.0,1000000000.0,18.42067527770996,13.625,4.795675277709961,1.0,exp14_frozen,0.0,2.5783233326137633e-09,0.6931209564208984,-0.00012385056629682367,-0.00012563870404846966,0.0,13.625,2.5783233326137633e-09,0.9999982118606567,0.9998743534088135,0.9999982118606567,0.9998743534088135,0.0,0.0,1.0,1.0,0.0,311, to,29,189
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,40,8,8,1.0,0.6931453943252563,0.0,0.0,1000000000.0,18.20125961303711,1.90625,16.29500961303711,1.0,exp14_frozen,1.0,0.6627684831619263,0.6931453943252563,-0.27634358406066895,-0.7228572368621826,0.0,1.90625,0.6627684831619263,0.6398550271987915,0.4853634834289551,0.6398550271987915,0.4853634834289551,1.0,1.0,1.0,1.0,0.0,2256, super,30,195
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,41,8,4,0.0,0.6931354403495789,1.901388168334961e-05,0.0,1000000000.0,16.99716567993164,11.75,5.247165679931641,1.0,exp14_frozen,0.0,6.373034557327628e-05,0.6931164264678955,-0.020180890384835948,-0.020190665498375893,0.0,11.75,6.373034557327628e-05,0.9999902248382568,0.9800118207931519,0.9999902248382568,0.9800118207931519,0.0,0.0,1.0,1.0,0.0,3696,stit,30,199
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,42,8,0,0.0,0.6931287050247192,7.271766662597656e-06,0.0,1000000000.0,18.37313461303711,10.03125,8.34188461303711,1.0,exp14_frozen,0.0,1.4603548925684606e-10,0.6931214332580566,2.503267751308158e-06,-4.994744449504651e-05,0.0,10.03125,1.4603548925684606e-10,0.9999475479125977,0.9999500513076782,0.9999475479125977,0.9999500513076782,0.0,0.0,1.0,1.0,0.0,1223,ious,30,203
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,43,8,0,0.0,0.6931310296058655,2.8014183044433594e-06,0.0,1000000000.0,16.711387634277344,4.140625,12.570762634277344,1.0,exp14_frozen,1.0,0.6926023960113525,0.693128228187561,-0.8800743166357279,-0.9105867743492126,0.0,4.140625,0.6926023960113525,0.9699483513832092,0.4022881090641022,0.9699483513832092,0.4022881090641022,1.0,1.0,1.0,1.0,0.0,52110, histories,31,213
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,44,8,0,0.0,0.693146288394928,3.6954879760742188e-06,0.0,1000000000.0,17.39259910583496,0.265625,17.12697410583496,1.0,exp14_frozen,0.0,0.20424248278141022,0.6931425929069519,0.8437550514936447,-0.07507701218128204,0.0,0.265625,0.20424248278141022,0.39898476004600525,0.9276720285415649,0.39898476004600525,0.9276720285415649,0.0,0.0,1.0,1.0,0.0,11,",",31,214
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,45,8,2,0.0,0.6931300163269043,7.200241088867188e-05,0.0,1000000000.0,16.178213119506836,1.484375,14.693838119506836,1.0,exp14_frozen,1.0,0.6541550159454346,0.6930580139160156,-0.7112131714820862,-1.0845715999603271,0.0,1.484375,0.6541550159454346,0.688418447971344,0.3380465805530548,0.688418447971344,0.3380465805530548,1.0,1.0,1.0,1.0,0.0,57030, paralle,32,222
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,46,8,2,0.0,0.6931365728378296,9.5367431640625e-07,0.0,1000000000.0,18.418954849243164,4.3125,14.106454849243164,1.0,exp14_frozen,0.0,5.324145604390651e-05,0.6931356191635132,0.011190920602530241,-0.002121699508279562,0.0,4.3125,5.324145604390651e-05,0.9867755770683289,0.9978805780410767,0.9867755770683289,0.9978805780410767,0.0,0.0,1.0,1.0,0.0,2718,ling,32,226
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,47,8,0,0.0,0.6931418180465698,2.3603439331054688e-05,0.0,1000000000.0,17.402862548828125,0.296875,17.105987548828125,1.0,exp14_frozen,1.0,0.6825985908508301,0.6931182146072388,-0.004929661750793457,-1.1372065544128418,0.0,0.296875,0.6825985908508301,0.3222985565662384,0.3207136392593384,0.3222985565662384,0.3207136392593384,1.0,1.0,1.0,1.0,0.0,9135, protection,33,237
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,48,8,8,1.0,0.6931459903717041,0.0,0.0,1000000000.0,17.537214279174805,1.265625,16.271589279174805,1.0,exp14_frozen,1.0,0.6762524247169495,0.6931459903717041,-1.0034515857696533,-1.986790657043457,0.0,1.265625,0.6762524247169495,0.3740600049495697,0.1371348351240158,0.3740600049495697,0.1371348351240158,1.0,1.0,1.0,1.0,0.0,3381, thought,34,245
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,49,8,4,0.0,0.6930965781211853,0.0001608133316040039,0.0,1000000000.0,18.25644302368164,1.625,16.63144302368164,1.0,exp14_frozen,1.0,0.683944582939148,0.6929357647895813,-0.7442087531089783,-0.9922325611114502,0.0,1.625,0.683944582939148,0.780341386795044,0.3707480728626251,0.780341386795044,0.3707480728626251,1.0,1.0,1.0,1.0,0.0,7565, essential,35,255
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,50,8,6,0.0,0.6931455135345459,8.940696716308594e-06,0.0,1000000000.0,18.07911491394043,1.125,16.95411491394043,1.0,exp14_frozen,1.0,0.6508923768997192,0.6931365728378296,-0.7320457398891449,-1.084568738937378,0.0,1.125,0.6508923768997192,0.7029123902320862,0.3380475342273712,0.7029123902320862,0.3380475342273712,1.0,1.0,1.0,1.0,0.0,553, by,36,258
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,51,8,0,0.0,0.6931467056274414,0.0,0.0,1000000000.0,18.079092025756836,1.328125,16.750967025756836,1.0,exp14_frozen,1.0,0.4367251396179199,0.6931467056274414,-0.8600853979587555,-1.2963045835494995,0.0,1.328125,0.4367251396179199,0.6464760303497314,0.27354079484939575,0.6464760303497314,0.27354079484939575,1.0,1.0,1.0,1.0,0.0,50913, believers,37,268
11,What happens if you disturb the mummy of a pharaoh?,both_bad_or_noisy,1,exp14_frozen,exp14 frozen,52,8,0,0.0,0.6931393146514893,6.151199340820312e-05,0.0,1000000000.0,15.796700477600098,0.21875,15.577950477600098,1.0,exp14_frozen,1.0,0.6510462760925293,0.693077802658081,0.5053809881210327,-0.2538906931877136,0.0,0.21875,0.6510462760925293,0.4680071473121643,0.7757765650749207,0.4680071473121643,0.7757765650749207,1.0,1.0,1.0,1.0,0.0,369, for,38,272
