sweep_id,benchmark,metric_name,left_decoder_label,right_decoder_label,num_examples,mean_score_delta,median_score_delta,win_rate,tie_rate,loss_rate
,truthfulqa,mc2,always_contrast_update4,always_contrast_update8,50,-0.016112021748608936,-6.112422418019065e-17,0.46,0.02,0.52
,truthfulqa,mc2,always_contrast_update8,always_contrast_frozen,50,0.011807887892274334,0.0,0.42,0.12,0.46
,truthfulqa,mc2,always_contrast_update8,always_contrast_update1,50,-0.004524211314709511,7.428647396144244e-15,0.52,0.02,0.46
,truthfulqa,mc2,always_contrast_update8,always_contrast_update2,50,0.0026332854466970773,3.868230533591608e-15,0.54,0.02,0.44
,truthfulqa,mc2,always_contrast_update8,always_contrast_update4,50,0.016112021748608936,6.112422418019065e-17,0.52,0.02,0.46
,truthfulqa,mc3,always_contrast_frozen,always_contrast_update1,50,0.03333333333333333,0.0,0.08,0.9,0.02
,truthfulqa,mc3,always_contrast_frozen,always_contrast_update2,50,0.015,0.0,0.06,0.92,0.02
,truthfulqa,mc3,always_contrast_frozen,always_contrast_update4,50,0.013333333333333334,0.0,0.04,0.94,0.02
,truthfulqa,mc3,always_contrast_frozen,always_contrast_update8,50,-0.008333333333333333,0.0,0.02,0.96,0.02
,truthfulqa,mc3,always_contrast_update1,always_contrast_frozen,50,-0.03333333333333333,0.0,0.02,0.9,0.08
,truthfulqa,mc3,always_contrast_update1,always_contrast_update2,50,-0.018333333333333333,0.0,0.02,0.92,0.06
,truthfulqa,mc3,always_contrast_update1,always_contrast_update4,50,-0.02,0.0,0.0,0.96,0.04
,truthfulqa,mc3,always_contrast_update1,always_contrast_update8,50,-0.04166666666666667,0.0,0.0,0.9,0.1
,truthfulqa,mc3,always_contrast_update2,always_contrast_frozen,50,-0.015,0.0,0.02,0.92,0.06
,truthfulqa,mc3,always_contrast_update2,always_contrast_update1,50,0.018333333333333333,0.0,0.06,0.92,0.02
,truthfulqa,mc3,always_contrast_update2,always_contrast_update4,50,-0.0016666666666666663,0.0,0.02,0.96,0.02
,truthfulqa,mc3,always_contrast_update2,always_contrast_update8,50,-0.02333333333333333,0.0,0.0,0.94,0.06
,truthfulqa,mc3,always_contrast_update4,always_contrast_frozen,50,-0.013333333333333334,0.0,0.02,0.94,0.04
,truthfulqa,mc3,always_contrast_update4,always_contrast_update1,50,0.02,0.0,0.04,0.96,0.0
,truthfulqa,mc3,always_contrast_update4,always_contrast_update2,50,0.0016666666666666663,0.0,0.02,0.96,0.02
,truthfulqa,mc3,always_contrast_update4,always_contrast_update8,50,-0.021666666666666664,0.0,0.0,0.94,0.06
,truthfulqa,mc3,always_contrast_update8,always_contrast_frozen,50,0.008333333333333333,0.0,0.02,0.96,0.02
,truthfulqa,mc3,always_contrast_update8,always_contrast_update1,50,0.04166666666666667,0.0,0.1,0.9,0.0
,truthfulqa,mc3,always_contrast_update8,always_contrast_update2,50,0.02333333333333333,0.0,0.06,0.94,0.0
,truthfulqa,mc3,always_contrast_update8,always_contrast_update4,50,0.021666666666666664,0.0,0.06,0.94,0.0
